rowID	p_T21vsControl	fc_T21vsControl	Symbol
29935	0.588893234	1.274527732	RPA4
29937	0.914439683	-1.199476384	NENF
2993	0.670878206	-1.045454676	GYPA
29940	0.748548437	-1.207959827	DSE
29941	0.258267276	-1.01670193	PKN3
29942	0.061417648	-1.239223516	PURG
29943	0.990973659	1.055340082	PADI1
29944	0.999858426	1.061366175	PNMA3
29945	0.789782707	-1.050685576	ANAPC4
29946	0.115553656	-1.012446743	SERTAD3
29947	0.721973849	-1.007380732	DNMT3L
29948	0.390885554	1.020661427	OSGIN1
29949	0.962931388	-1.004865721	IL19
29950	0.010131646	1.002320502	SERTAD1
29951	0.591079931	1.255437511	PDZRN4
29952	0.262209725	1.130408634	DPP7
29953	0.22561606	1.039196709	TRHDE
29954	0.487106183	1.021190821	POMT2
29956	0.987617021	1.049909614	CERS2
29957	0.992750771	-1.082211131	SLC25A24
29958	0.329471247	-1.043567773	DMGDH
29959	0.867080027	1.001956927	NRBP1
2995	0.984033843	-1.012891601	GYPC
29960	0.343952029	1.21294748	MRM2
29964	0.226508326	-1.089028765	PRICKLE4
29965	0.947232544	-1.209825871	CDIP1
29966	0.842437686	-1.014581236	STRN3
29967	0.132987455	-1.224163615	LRP12
29968	0.488737861	1.328951767	PSAT1
29969	0.226148213	1.220868974	MDFIC
2996	0.967947752	1.024326004	GYPE
29970	0.804144124	-1.220896887	SCHIP1
29974	0.717301474	1.161056615	A1CF
29978	0.990124905	1.057872401	UBQLN2
29979	0.544665044	1.090913852	UBQLN1
2997	0.863193094	-1.338406933	GYS1
29980	0.032402727	1.804541872	DONSON
29982	0.45165259	-1.115815919	NRBF2
29984	0.773376225	-1.207831513	RHOD
29985	0.890162662	1.068228229	SLC39A3
29986	0.890273518	-1.082524621	SLC39A2
29988	0.70246404	-1.011138897	SLC2A8
29989	0.996096089	-1.119218833	OBP2B
2998	0.986421577	-1.005581473	GYS2
29990	0.319754074	1.406375436	PILRB
29991	0.810386632	-1.705865954	OBP2A
29992	0.938928221	1.088871867	PILRA
29993	0.999960763	-1.006519929	PACSIN1
29994	0.256307753	1.102839462	BAZ2B
29995	0.912626415	-1.193225336	LMCD1
29997	0.753190675	1.295297844	NOP53
29998	0.835402112	-1.028980524	BICRA
29999	0.858099968	-1.076203099	FSCN3
2999	0.156286074	-1.257455956	GZMH
29	0.682825312	-1.211436508	ABR
2	0.662160259	-1.004847844	A2M
30000	0.158102639	-1.137805598	TNPO2
30001	0.999991496	1.097912963	ERO1A
30008	0.464335471	1.005913482	EFEMP2
30009	0.212740754	1.189254062	TBX21
3000	0.38983148	1.102587743	GUCY2D
30010	0.816215543	1.014561507	NXPH1
30011	0.896250011	-1.230573059	SH3KBP1
30012	0.986132056	1.001287779	TLX3
3001	0.870884324	-1.041873809	GZMA
3002	0.829222443	-1.044424596	GZMB
3003	0.923642508	-1.03608854	GZMK
3004	0.441965765	1.071675315	GZMM
3005	1	1.102026938	H1-0
30061	0.279954662	-1.0679553	SLC40A1
30062	0.608965008	-1.011662656	RAX
3006	0.966636138	1.038710271	H1-2
3007	0.61497692	1.090407648	H1-3
3008	0.315145258	-1.292294292	H1-4
3009	0.999994403	-1.100429658	H1-5
3010	0.067089476	1.621269564	H1-6
3012	0.414296659	-1.248106788	H2AC8
3013	0.615128601	1.111733302	H2AC7
3014	0.612651546	1.070896717	H2AX
3015	0.896512581	-1.266909611	H2AZ1
3017	0.852509684	-1.024963235	H2BC5
3018	0.499368968	-1.133488471	H2BC3
301	0.890402094	1.005227874	ANXA1
3021	0.029624539	1.001703343	H3-3B
3024	0.268911553	-1.131955023	H1-1
3026	0.898075656	1.002394792	HABP2
3028	0.454266649	1.142303791	HSD17B10
3029	0.992835222	-1.014274728	HAGH
302	0.99941408	-1.215989601	ANXA2
3030	0.278670832	-1.122183985	HADHA
3032	0.444929522	-1.06890581	HADHB
3033	0.043882808	-1.177682861	HADH
3034	0.962707871	1.034916118	HAL
3035	0.367643305	-1.238774099	HARS1
3036	0.985024068	-1.104588946	HAS1
3037	0.348662711	-1.775314251	HAS2
3038	0.715173696	1.024177983	HAS3
3039	0.959283152	1.045059035	HBA1
303	0.41999343	-1.135408303	ANXA2P1
3040	0.737680083	1.036298842	HBA2
3042	0.94951227	1.046000441	HBM
3043	0.625375991	-1.47453567	HBB
3044	0.991441521	-1.064256557	HBBP1
3045	0.98362145	-1.339528106	HBD
3046	0.924199961	-1.363572988	HBE1
3049	0.396539063	-1.069781374	HBQ1
304	0.994757649	-1.054058377	ANXA2P2
3050	0.906718007	1.145659711	HBZ
3052	0.999719747	-1.025449733	HCCS
3053	0.997573625	-1.044905993	SERPIND1
3054	0.49304242	1.037676798	HCFC1
3055	0.826331795	-1.06928588	HCK
3059	0.181078737	-2.372599051	HCLS1
305	0.628931201	-1.006175905	ANXA2P3
3060	0.870368939	-1.032617345	HCRT
3061	0.790576246	1.205671217	HCRTR1
3062	0.969064415	1.049497133	HCRTR2
3064	0.800932559	1.060370776	HTT
3065	0.36111689	-1.1214782	HDAC1
3066	0.026403079	1.009399147	HDAC2
3067	0.850004565	-1.070834311	HDC
3068	0.985759102	1.053547606	HDGF
3069	0.889746462	-1.005573871	HDLBP
306	0.014996317	1.369062564	ANXA3
3070	0.57784365	1.176058248	HELLS
3071	0.515672932	-1.089940141	NCKAP1L
3073	0.897786455	1.151093877	HEXA
3074	0.022100575	1.092204882	HEXB
3075	0.994596966	1.550092065	CFH
3077	0.896764528	1.173534883	HFE
307	0.238069764	-1.141239111	ANXA4
3080	0.983453627	1.034721202	CFHR2
30811	0.379115964	-1.804417084	HUNK
30812	0.99951262	-1.020494555	SOX8
30813	0.999378694	1.064818156	VSX1
30814	0.757244698	-1.115623298	PLA2G2E
30815	0.113770608	-1.007587781	ST6GALNAC6
30816	0.964527835	1.10433659	ERVW-1
30817	0.90666992	-1.023816179	ADGRE2
30818	0.192419384	1.335358974	KCNIP3
30819	0.973561363	-1.001767908	KCNIP2
3081	0.207007887	-1.15947446	HGD
30820	0.008451609	-1.045248946	KCNIP1
30827	0.81359	1.139910945	CXXC1
3082	0.031023055	-1.277827913	HGF
30832	0.627589643	-1.135786774	ZNF354C
30833	0.975891608	-1.027160047	NT5C
30834	0.98839794	1.049265143	POLR1H
30835	0.999993701	1.060814684	CD209
30836	0.778421478	1.171305466	DNTTIP2
30837	0.99533861	1.260054241	SOCS7
3083	0.999199206	1.084266681	HGFAC
30844	0.26272319	1.033537738	EHD4
30845	0.99999002	-1.110562399	EHD3
30846	0.997745325	-1.233327472	EHD2
30848	0.866618351	-1.013939131	CTAG2
30849	0.708447274	1.201791839	PIK3R4
3084	0.264730115	-1.716567146	NRG1
30850	0.9987313	-1.134865943	CDR2L
3087	0.488876023	1.315592973	HHEX
308	0.771752863	-1.032660254	ANXA5
3090	0.293907034	-1.063076435	HIC1
3091	0.997969051	1.110730661	HIF1A
3092	0.921277076	-1.078277653	HIP1
3093	0.833623033	1.019285927	UBE2K
3094	0.16074153	-1.074114022	HINT1
30968	0.560863777	1.102531359	STOML2
3096	0.925767334	-1.007144551	HIVEP1
3097	0.653857866	-1.092824418	HIVEP2
3098	0.281711404	-1.141017486	HK1
3099	0.999976731	-1.192973834	HK2
309	0.22144959	-1.350038594	ANXA6
30	0.943891074	-1.081269991	ACAA1
3101	0.993305373	1.001780622	HK3
3104	0.99946041	1.049799015	ZBTB48
3105	0.989268487	-1.007530464	HLA-A
3106	0.999463218	-1.305428975	HLA-B
3107	0.037817326	1.284706859	HLA-C
3108	0.747499126	1.149513964	HLA-DMA
3109	0.576071883	1.036653056	HLA-DMB
310	0.387968815	1.035615534	ANXA7
3110	0.508971867	1.160621503	MNX1
3111	0.604238229	-1.137253848	HLA-DOA
3112	0.805288305	1.014669016	HLA-DOB
3113	0.999806524	1.42578084	HLA-DPA1
3115	0.96118257	1.13931704	HLA-DPB1
3116	0.992724739	1.01307646	HLA-DPB2
3117	0.992002809	1.150694756	HLA-DQA1
3118	0.861942476	-1.118025856	HLA-DQA2
3119	0.654960528	1.000007812	HLA-DQB1
311	0.121206711	-1.442591608	ANXA11
3120	0.824802045	-1.113176492	HLA-DQB2
3122	0.644608284	-1.042928634	HLA-DRA
3123	0.991134247	1.128840757	HLA-DRB1
3127	0.834411012	-1.178404697	HLA-DRB5
3128	0.332408701	1.136466447	HLA-DRB6
312	0.791670804	-1.078819652	ANXA13
3131	0.81524783	1.002678989	HLF
3133	0.161668618	1.029119868	HLA-E
3134	0.941074843	-1.184073567	HLA-F
3135	0.869771574	-1.072222537	HLA-G
3136	0.996022055	1.087753735	HLA-H
3137	0.99675366	1.07367733	HLA-J
3139	0.618585372	-1.063357436	HLA-L
313	0.040439002	-1.202645723	AOAH
3140	0.102167978	1.055291543	MR1
3141	0.310544651	1.331397918	HLCS
3142	0.091766905	-1.107339087	HLX
3145	0.172095004	1.097530142	HMBS
3148	0.718794975	1.13722544	HMGB2
3149	0.676262804	1.360468678	HMGB3
314	0.924462327	1.190483833	AOC2
3151	0.978983625	-1.080739917	HMGN2
3155	0.846754012	1.089377702	HMGCL
3156	0.96814111	-1.00404431	HMGCR
3157	0.992135688	-1.148447355	HMGCS1
3158	0.999914011	-1.069383555	HMGCS2
3159	0.212478699	-1.211173989	HMGA1
3161	0.999508819	1.068398799	HMMR
3162	0.729186293	-1.18694251	HMOX1
3163	0.714506118	-1.054864818	HMOX2
3164	0.999386187	-1.509700816	NR4A1
3166	0.860334535	-1.045701238	HMX1
3167	0.97000393	1.111637979	HMX2
3169	0.875095563	-1.018784222	FOXA1
316	0.999718273	1.215778122	AOX1
3170	0.991820624	1.026572731	FOXA2
3171	0.693495394	-1.043629069	FOXA3
3172	0.99124897	-1.076021025	HNF4A
3174	0.669801911	1.086172846	HNF4G
3175	0.656635234	-1.189694091	ONECUT1
317648	0.964606816	1.066697136	NOP14-AS1
317649	0.143411736	-1.213664445	EIF4E3
317662	0.994281929	1.040916142	FAM149B1
317671	0.537996032	1.319519021	RFESD
3176	0.943438343	1.119250386	HNMT
317701	0.99158682	-1.026697677	VN1R2
317703	0.803363264	1.179170669	VN1R4
317705	0.999997423	1.066584685	VN1R5
317716	0.994847804	-1.015201864	BPIFA4P
317719	0.892593709	1.18107603	KLHL10
317751	0.367221362	1.193744036	MESTIT1
317754	0.999998457	-1.309386187	POTED
317760	0.865866023	1.011142223	ADAM20P1
317761	0.882299629	1.094381446	C14orf39
317762	0.671780027	-1.046432083	CCDC85C
317772	0.750486449	-1.243815463	H2AC21
317781	0.985494054	1.060170555	DDX51
3177	0.004115752	-1.029084869	SLC29A2
317	0.624385847	-1.074285784	APAF1
3181	0.613007483	1.024401854	HNRNPA2B1
3182	0.724852426	-1.108213378	HNRNPAB
3184	0.930669116	-1.035504958	HNRNPD
3185	0.630083811	1.04646359	HNRNPF
3187	0.998932437	1.041504971	HNRNPH1
3189	0.999999914	-1.019672701	HNRNPH3
318	0.320138815	1.050942011	NUDT2
319085	0.999291817	1.040038501	ITPK1-AS1
319089	0.998816891	1.013152749	TTC6
3190	0.356672133	-1.023117537	HNRNPK
319100	0.955905427	1.05409097	TAAR6
319101	0.999965615	1.008186022	KRT73
319103	0.996220452	1.287915747	SNORD8
319139	0.366083855	1.540099975	SNORD56B
3191	0.670421604	-1.033721412	HNRNPL
3192	0.518796654	1.160662972	HNRNPU
3195	0.911023659	1.199942016	TLX1
3196	0.858013391	-1.037729221	TLX2
3198	0.015095931	-1.173636793	HOXA1
3199	0.010959853	-1.091902048	HOXA2
319	0.112048249	1.113967064	APOF
31	0.026883875	-1.090705043	ACACA
3200	0.003976699	-1.305644576	HOXA3
3201	7.18E-05	-1.228178377	HOXA4
3202	0.000141075	-1.270565697	HOXA5
3203	0.234408037	1.003794894	HOXA6
3204	0.000540078	-1.232487914	HOXA7
3205	0.609669211	-1.26383947	HOXA9
3206	0.999999999	1.108104737	HOXA10
3207	0.26247832	-1.018734008	HOXA11
3209	0.019930324	2.042396385	HOXA13
320	0.674188545	-1.224602257	APBA1
3211	0.290751796	-1.349838022	HOXB1
3212	0.428959194	2.222790408	HOXB2
3213	0.000452095	1.087143763	HOXB3
3214	0.089811895	-1.374098648	HOXB4
3215	0.000378011	1.122337653	HOXB5
3216	3.76E-05	1.272994411	HOXB6
3217	0.067989979	1.513248254	HOXB7
3218	0.00236435	-1.007738878	HOXB8
3219	2.63E-06	-1.119989619	HOXB9
321	0.254301153	1.37611257	APBA2
3221	0.689236978	-1.191636744	HOXC4
3222	0.994677418	-1.043336049	HOXC5
3223	0.326877928	1.075293672	HOXC6
3224	0.017249947	-1.510778901	HOXC8
3225	0.839204948	-1.01362016	HOXC9
3226	0.186650556	-1.077185797	HOXC10
3227	0.654658132	-1.099375974	HOXC11
3228	0.884035073	-1.016283253	HOXC12
3229	0.675884741	-1.235064696	HOXC13
322	0.999886542	1.009541554	APBB1
3231	0.028027348	-1.085920621	HOXD1
3232	0.001880623	-1.087609813	HOXD3
3233	0.263163678	-1.048162347	HOXD4
3234	0.298277135	-1.200572565	HOXD8
3235	0.000923153	-1.329919382	HOXD9
3236	0.114269896	-1.636119819	HOXD10
3237	0.101550804	-1.492461726	HOXD11
3238	0.561561922	1.264531797	HOXD12
3239	0.920116331	-1.047181255	HOXD13
323	0.959977145	-1.163420869	APBB2
3240	0.84580853	-1.23403677	HP
3241	0.199328925	-1.237796698	HPCAL1
3242	0.624483587	-1.186955588	HPD
3248	0.284418841	1.0536261	HPGD
3249	0.860343934	-1.036357749	HPN
324	0.811240499	1.092191799	APC
3250	0.999593204	-1.035598997	HPR
3251	0.222809477	1.04581233	HPRT1
3257	0.938015832	-1.065886964	HPS1
325	0.999651096	1.027964455	APCS
3262	0.98403967	-1.012692071	row10785
326340	0.999996535	-1.024042414	ZAR1
326342	0.723274857	-1.071752711	ADGRE4P
326343	0.999999796	-1.145399692	MT1DP
3263	0.529454539	-1.204409921	HPX
3265	0.206115117	-1.036688012	HRAS
326624	0.996851702	-1.017792621	RAB37
326625	0.026135974	-1.437593669	MMAB
3266	0.828602849	-1.068914952	ERAS
3267	0.935018609	1.022174678	AGFG1
3268	0.99705192	1.144656019	AGFG2
3269	0.996955885	-1.124056989	HRH1
326	0.881213312	1.018534338	AIRE
3270	0.969273521	-1.06919437	HRC
3273	0.967612451	1.087080534	HRG
3274	0.999999962	-1.011544154	HRH2
3275	0.351740384	1.13180098	PRMT2
327657	0.185276283	-1.542870389	SERPINA9
3276	0.618398514	-1.243835816	PRMT1
327	0.355686432	1.048961746	APEH
3280	0.728188961	-1.269845248	HES1
3281	0.560739892	-1.081718488	HSBP1
3283	0.452107902	-1.224093753	HSD3B1
3284	0.880203976	-1.099321959	HSD3B2
328	0.073302484	-1.058719053	APEX1
3290	0.270186111	1.339745814	HSD11B1
3291	0.80239119	-1.045268587	HSD11B2
3292	0.208471445	-1.017820699	HSD17B1
3293	0.726831412	1.226053944	HSD17B3
3294	0.001484157	3.668090499	HSD17B2
3295	0.151864169	-1.0780771	HSD17B4
3297	0.314485628	-1.010121557	HSF1
3298	0.939282528	1.107196485	HSF2
3299	0.324150333	1.583397644	HSF4
329	0.074661453	-1.154659053	BIRC2
32	0.219986401	1.089906454	ACACB
3300	0.979254006	-1.065600257	DNAJB2
3301	0.997323958	1.117493282	DNAJA1
3303	0.480154753	-1.060929961	HSPA1A
3304	0.327189084	-1.076390717	HSPA1B
3305	0.925258118	1.065919336	HSPA1L
3306	0.97963703	-1.083073863	HSPA2
3308	0.919555858	1.117595648	HSPA4
3309	0.254941481	-1.060340199	HSPA5
330	0.003412757	-1.977720229	BIRC3
3310	0.931012713	-1.003949043	HSPA6
3311	0.999403928	1.149002682	HSPA7
3312	0.948011879	1.02856876	HSPA8
3313	0.543275455	1.110316983	HSPA9
3315	0.883936731	-1.496591588	HSPB1
3316	0.812627599	-1.085026705	HSPB2
331	0.783306765	-1.078122563	XIAP
3320	0.936683758	1.020587293	HSP90AA1
3321	0.000976928	-1.172511981	IGSF3
3323	0.964587194	1.095373741	HSP90AA4P
3326	0.994897592	-1.058582958	HSP90AB1
3327	0.996004675	1.128081049	HSP90AB3P
3329	0.442318744	1.179846782	HSPD1
332	0.652802327	1.386405795	BIRC5
3337	0.07250286	1.256654888	DNAJB1
3338	0.998473775	1.009084799	DNAJC4
333926	0.994620204	-1.015628668	PPM1J
333929	0.98988248	1.003653112	SNAI3
3339	0.091017188	-1.183879789	HSPG2
333	0.346831039	-1.092055793	APLP1
3340	0.995290539	-1.113834447	NDST1
3344	0.572518231	1.07467791	FOXN2
3346	0.888450118	1.008023885	HTN1
3347	0.338278815	1.372643795	HTN3
334	0.108326489	-1.15293211	APLP2
3350	0.864221472	1.151962891	HTR1A
3351	0.937639252	-1.692947197	HTR1B
3352	0.076425459	1.174794888	HTR1D
3354	0.564866149	-1.050757058	HTR1E
3355	0.994856605	-1.378091791	HTR1F
3356	0.58731977	1.130106257	HTR2A
3357	0.807498375	1.504870032	HTR2B
3358	0.998484749	-1.000841707	HTR2C
3359	0.424605443	-1.224569255	HTR3A
335	0.996099202	-1.191047619	APOA1
3360	0.689399951	-1.146078394	HTR4
3361	0.631878443	1.00455068	HTR5A
3362	0.947063092	-1.040059523	HTR6
3363	0.580964294	-1.222391976	HTR7
3364	0.06604065	1.005881923	HUS1
336	0.924736202	1.087927965	APOA2
3371	0.051622871	-2.090244272	TNC
3373	0.976218857	-1.192606242	HYAL1
3375	0.828290827	1.164347625	IAPP
3376	0.599467147	-1.046780374	IARS1
337867	0.603209191	1.132320937	UBAC2
337873	0.160342318	1.0828446	H2BC20P
337875	0.682607012	1.032451865	H2BP1
337876	0.015414908	1.077736138	CHSY3
337878	0.999025012	-1.148888343	KRTAP7-1
337879	0.544702783	-1.135387196	KRTAP8-1
337880	0.937589779	-1.042028716	KRTAP11-1
337959	0.321311947	1.179341185	KRTAP13-2
337960	0.624033742	-1.001313604	KRTAP13-3
337963	0.925377334	-1.079893569	KRTAP23-1
337967	0.316899103	1.26649829	KRTAP6-2
337968	0.892118119	-1.033123749	KRTAP6-3
337969	0.979879776	1.012386983	KRTAP19-2
337970	0.984890107	1.000205488	KRTAP19-3
337971	0.567480968	-1.078998873	KRTAP19-4
337972	0.94776264	-1.140077141	KRTAP19-5
337973	0.696990952	-1.175275836	KRTAP19-6
337975	0.999354481	-1.043644822	KRTAP20-1
337976	0.951077291	1.16243162	KRTAP20-2
337977	0.925803657	1.08783019	KRTAP21-1
337978	0.993544009	1.056434623	KRTAP21-2
337979	0.998519709	-1.025526853	KRTAP22-1
337985	0.976388506	1.174054352	KRTAP20-3
337	0.711326059	-1.155828415	APOA4
338004	0.929221771	-1.000776821	LINC00226
338005	0.000473789	1.395131884	LINC00221
338069	0.794735002	1.086110944	ST7-OT4
338094	0.999933236	-1.003525075	FAM151A
3381	0.415796196	-1.11734585	IBSP
3382	0.030683326	1.540864703	ICA1
338321	0.432682845	1.16475276	NLRP9
338322	0.40648012	-1.587569237	NLRP10
338323	0.957530951	1.058154905	NLRP14
338324	0.99862006	-1.225066386	S100A7A
338328	0.955930714	-1.045821819	GPIHBP1
338339	0.637041288	-1.072124208	CLEC4D
338376	0.715269373	1.074873174	IFNE
338398	0.843523507	-1.093789937	TAS2R60
3383	0.093921372	1.114484672	ICAM1
338440	0.471992939	1.138989793	ANO9
338442	0.964007993	1.020620359	HCAR2
3384	0.872934312	-1.0252561	ICAM2
338557	0.634210276	-1.085725014	FFAR4
338567	0.343593748	-1.102521451	KCNK18
338579	0.699930073	-1.020406821	ANKRD30BP3
338588	0.905234764	-1.102880966	LINC00705
338596	0.59081957	-1.077264012	ST8SIA6
338599	0.384934633	1.057160553	DUSP29
3385	0.004713504	1.07188112	ICAM3
338645	0.913352751	1.249602497	LUZP2
338651	0.021127649	-1.007812912	KRTAP5-AS1
338657	0.938186243	1.420724902	CENATAC
338661	0.80060767	-1.007121779	TMEM225
338662	0.834786902	-1.091431064	OR8D4
338667	0.999988195	1.005505222	VSIG10L2
338674	0.973636618	-1.043780986	OR5F1
338675	0.967429485	1.087388935	OR5AP2
338692	0.765808353	-1.169499091	ANKRD13D
338699	0.695370045	1.139277526	ANKRD42
3386	0.084365893	1.162342825	ICAM4
338707	0.87683265	1.076678225	B4GALNT4
338739	0.999999174	-1.037349334	CSTF3-DT
338751	0.973690027	1.003347006	OR52L1
338755	0.742701398	-1.055562661	OR2AG2
338758	0.952626212	1.036828506	ATP2B1-AS1
338761	0.97056326	1.008180334	C1QL4
338773	0.23222809	1.237049667	TMEM119
338785	0.940776132	1.103078508	KRT79
338797	0.641058067	1.224637434	LINC02370
338799	0.999712708	-1.090697423	LINC01089
338809	0.968893518	-1.002994465	row10945
338811	0.703801794	1.239535853	TAFA2
338817	0.969010658	-1.032246036	LINC01252
338821	0.827267417	-1.069242637	SLCO1B7
338862	0.988937036	1.006460601	LINC00550
338864	0.615330581	1.1558984	LINC00347
338872	0.6569158	-1.343762164	C1QTNF9
338879	0.999995455	1.019000722	RNASE10
338917	0.993725418	1.02249275	VSX2
338949	0.999677732	-1.048434422	TMEM202
338963	0.870672226	-1.023505705	LOC338963
338	0.990822146	1.064788095	APOB
339005	0.992721949	1.109375236	WHAMMP3
339059	0.999581899	1.06999205	PIEZO1-AS1
339105	0.894593147	1.183210555	PRSS53
339123	0.39988416	-1.305588037	JMJD8
339145	0.991989738	-1.008597259	CIBAR2
339166	0.823198146	-1.141006329	LOC339166
339168	0.773741845	-1.068535703	TMEM95
339175	0.997921066	1.360255091	METTL2A
339201	0.660381258	1.029299085	ASB16-AS1
339210	0.222554986	-1.218104295	C17orf67
339221	0.836302067	-1.06221291	ENPP7
339229	0.53801992	1.317766762	OXLD1
339230	0.629810102	1.052227161	CCDC137
339231	0.426273426	1.130518229	ARL16
339240	0.401906639	1.693761075	KRT17P5
339260	0.990638256	1.090753309	LOC339260
339263	0.606541397	1.123268311	LINC02693
339287	0.993402119	1.130953096	MSL1
339290	0.994353915	-1.01958963	LINC00667
339291	0.999991818	-1.009472583	LRRC30
339298	0.984958856	-1.025904018	LOC339298
339302	0.944781923	-1.084169037	CPLX4
339318	0.659344636	1.139852348	ZNF181
339324	0.093959063	1.160985619	ZNF260
339327	0.868730924	1.177250455	ZNF546
339344	0.054186864	1.339907088	MYPOP
339345	0.894995927	1.064575518	NANOS2
339366	0.620410016	-1.101769996	ADAMTSL5
339390	0.959283664	1.009880863	CLEC4G
339398	0.937908304	-1.013862827	LINGO4
339400	0.28097719	-1.250829464	CCDST
339403	0.883776765	-1.024425778	RXFP4
339416	0.9982116	-1.07361008	ANKRD45
339442	0.39408111	-1.080015512	LINC01343
339448	0.999941883	-1.094985878	C1orf174
339451	0.944507133	-1.106565463	KLHL17
339453	0.968528118	1.029145373	TMEM240
339456	0.999554176	1.03172727	TMEM52
339457	0.865124983	-1.218274237	row10995
339479	0.987374718	1.045069317	BRINP3
339483	0.849851528	1.017254138	MTMR9LP
339487	0.942355578	1.034000022	ZBTB8OS
339488	0.995007065	-1.0402511	TFAP2E
3394	0.999982974	1.100289143	IRF8
339500	0.614337362	1.223761753	ZNF678
339501	0.890153876	1.026933361	PRSS38
339505	0.99029814	-1.010053116	LINC01141
339512	0.917657848	-1.188591285	CCDC190
339521	0.994809663	1.075194293	CCNQP1
339524	0.305552627	1.121412257	LINC01140
339529	0.903367615	-1.04526891	LINC02774
339535	0.999097246	1.728945144	LINC01139
339541	0.005206657	1.336345284	ARMH1
339559	0.669175937	1.076316737	ZFP69
339568	0.905134765	-1.051928092	LINC01734
339593	0.931291405	-1.042864432	LOC339593
339622	0.97234089	1.018352254	LINC01692
339665	0.752626505	-1.754451756	SLC35E4
339666	0.998986311	1.004323899	LOC339666
339669	0.991089485	1.046119611	CIMIP4
339674	0.99969979	-1.166974195	SMIM45
3396	0.47597203	1.271359152	MRPL58
339742	0.355189813	1.316745838	FAM201B
339745	0.941337138	-1.021892294	SPOPL
339751	0.780991643	-1.112065087	MAP3K20-AS1
339760	0.974311364	1.044274415	row11022
339761	0.026833936	-1.147619514	CYP27C1
339766	0.520159491	1.041970581	MROH2A
339768	0.992991785	-1.186417872	ESPNL
339778	0.932615629	-1.167989148	CIMIP2C
339779	0.999999835	1.027701727	PRR30
339788	0.134548608	1.051165229	LINC00298
339789	0.95037733	-1.074621544	LINC00299
3397	0.646404036	2.304859625	ID1
339803	0.895281696	1.161340044	C2orf74-DT
339804	0.991522727	1.491852954	C2orf74
339807	0.988811906	-1.109283153	LINC02579
339822	0.999230862	1.007364514	LINC01115
339829	0.982322942	1.01186653	CCDC39
339834	0.047792886	1.096311298	IHO1
339855	0.349276194	1.162890633	KY
339874	0.858218211	-1.011698897	NUDT16-DT
339883	0.99271159	1.22174353	APRG1
339894	0.995877628	-1.113329778	LINC00880
339896	0.678506836	-1.112212735	GADL1
339906	0.491579248	1.071469338	PRSS42P
339926	0.752423941	1.170280827	EHHADH-AS1
339929	0.342911097	-1.092907906	LPP-AS2
339942	0.846872337	-1.093739306	H1-10-AS1
339965	0.359433191	-1.025387296	CCDC158
339967	0.936510282	1.152685415	TMPRSS11A
339975	0.001854498	1.374794884	LOC339975
339976	0.632518526	1.00190575	TRIML1
339977	0.616105617	1.20317335	LRRC66
339983	0.561577082	-1.138235322	NAT8L
3399	0.407844388	-1.206803775	ID3
339	0.257081575	1.135716596	APOBEC1
33	0.092390524	-1.031875553	ACADL
340017	0.665120509	-1.012994822	LINC02433
340024	0.570982649	1.074560199	SLC6A19
340037	0.486746464	-1.024220462	PRR7-AS1
340061	0.494957249	-1.136291515	STING1
340069	0.995765046	-1.008187353	FAM170A
340073	0.828604931	1.089301578	LINC02900
340074	0.856905006	1.1243527	SLC25A48-AS1
340075	0.167313053	-1.335160178	ARSI
340094	0.80994961	-1.107710237	LINC01020
3400	0.481397092	-1.339391848	ID4
340107	0.95303011	1.027165215	LINC02239
340113	0.999988659	-1.03625653	LINC02120
340120	0.019054026	-1.065937138	ANKRD34B
340146	0.77935336	1.078463519	SLC35D3
340152	0.675763224	-1.01935082	ZC3H12D
340156	0.912022169	1.085839007	MYLK4
340168	0.865334971	-1.039152972	DPPA5
340198	0.385076703	1.163395518	IFITM4P
340204	0.995079357	-1.156032308	CLPSL1
340205	0.759416614	1.109725044	TREML1
340206	0.998461185	1.12937174	TREML3P
340252	0.449377326	1.038110714	ZNF680
340260	0.819808341	-1.032502494	UNCX
340267	0.790158701	1.041565262	COL28A1
340273	0.899585197	-1.019196836	ABCB5
340277	0.222112538	1.178390973	FAM221A
340286	0.749096652	-1.060005573	CFAP144P1
340348	0.08226905	-1.180432009	TSPAN33
340351	0.563209329	-1.181032342	AGBL3
340357	0.992350415	-1.09770913	LINC03019
340359	0.337914398	1.133124297	KLHL38
340371	0.944879451	-1.117211343	NRBP2
340385	0.994971703	-1.082276095	ZNF517
340390	0.196058108	-1.166952121	WDR97
340393	0.994629109	-1.082949207	CATSPERQ
340419	0.99999993	1.043842684	RSPO2
340441	0.892007388	-1.198834855	POTEA
340481	0.337970479	-1.130753498	ZDHHC21
340485	0.252031772	1.429724727	ACER2
340508	0.770683572	-1.042519565	GAS2L1P2
340515	0.989649865	-1.05260831	LINC01501
340526	0.998516109	-1.262427596	RTL5
340527	0.585244761	1.022635045	NHSL2
340529	0.986368456	1.048627236	PABPC1L2A
340533	0.964983807	1.022879288	NEXMIF
340542	0.189827916	1.030961926	BEX5
340543	0.840625786	1.038214951	TCEAL5
340544	0.972805272	1.150706199	MORF4L2-AS1
340547	0.978383556	1.093294664	VSIG1
340554	0.538710935	-1.087551789	ZC3H12B
340562	0.96563265	1.198386602	SATL1
340578	0.7965412	-1.056038707	DCAF12L2
340591	0.923942249	1.097912512	CA5BP1
340595	0.999300528	1.086079065	RTL4
